C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP Pack,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Comments
,CS,MIS,15777,INFCE: SSL Host field is not long enough,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,,8/11/2014,MIS 1619,10/15/2013,,Y,Y,,Y,,,
,CS,MIS,15790,FTP Delivery Service: Unable to establish EPSV or PASV mode,Submitted,0,,"6.0S, 6.07S",,MIS.X.DEL.TYPE.del.ftp,8/11/2014,,,,,,,,,,
,CS,MIS,15796,FTP Delivery Service: Unable to establish EPSV or PASV mode,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,MIS.X.DEL.TYPE.del.ftp,8/11/2014,MIS 1495,10/21/2013,,Y,Y,,,,,
,CS,MIS,15806,INFCE: LSS needs query response in ZCD|4 for Z02 messages,Completed,3,,"6.0C, 6.07C",4,"MIS.XIO.xi.query.hl7.focus, MIS.XIO.xo.format.hl7.lss",8/11/2014,MIS 1570,10/22/2013,,Y,Y,Y,,,,
,CS,MIS,15816,INFCE - CCD Multipart messages not viewable in IntMan Fields tab,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.X.MIME.CTYP.ee, MIS.X.MIME.CTYP.init, MIS.X.MIME.CTYP.view, MIS.XIO.im.msg.view, MIS.XIO.launch.message.in.browser, ~.tool.box.infce.mime.types, ~.tool.box.infce.xml",8/11/2014,MIS 1680,10/26/2013,,Y,Y,,Y,,,
,CS,MIS,15822,INFCE: MPM.XI QUEUED Msgs not Filing When Can't Link to MRI,Submitted,3,,"6.06S, 6.07S, 6.13S",,"MIS.XI.MSG.FILR.driver, MIS.PROCESS.link.to.db",8/11/2014,,,,,,Y,,,,
,CS,MIS,15840,Create Online Help for Mapping Dictionaries,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,,8/11/2014,MIS 1684,,,Y,Y,,,,,
,CS,MIS,15841,eRx Med Claim History - More available indicator not triggering new request.,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.ERX.driver,8/11/2014,MIS 1761,11/4/2013,,Y,Y,,,,,
,CS,MIS,15844,DDP 18283: Enhance Message Generator and Message Type Hookpoints,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.X.MSG.TYPE.ee.hook.points2, MIS.X.MSG.TYPE.view.hook.points2, MIS.XO.MSG.GEN.ee.hook.points2, MIS.XO.MSG.GEN.view.hook.points2, ~.infce.hp, ~.infce.msg.type.hp, ~.tool.box.interface.msg.type",8/11/2014,MIS 1671,,,Y,Y,,,,,
,CS,MIS,15872,Multiple issues with CCD XML in 6.1,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MIS.X.FORMAT.init, MIS.X.OBJECT.init, MIS.XI.MSG.xo.format.xml.focus, MIS.XML.UTIL.iti.wizard, MIS.XML.UTIL.xi.file.iti.44, MIS.XML.UTIL.xo.format.iti.44, MIS.XML.UTIL.xo.format.iti.44.empi, MIS.XML.UTIL.xo.format.iti.45, MIS.XML.UTIL.xo.format.iti.45.empi, MIS.XML.UTIL.xo.format.iti.47, MIS.XML.UTIL.xo.format.iti.47.empi",8/11/2014,,4/17/2014,,,,,Y,,,
,CS,MIS,15875,DDP 18184: testing tools for Inpatient Summary,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XML.UTIL.get.chart.batch.all.in, MIS.XML.UTIL.id.patient, MIS.XML.UTIL.id.patient.visit, MIS.XML.UTIL.test.format.cda, MIS.XML.UTIL.test.start.get.chart, MIS.XML.UTIL.test.view.cda.archive, ~.tool.box.infce.qc.test, ~.tool.box.interface.menu",8/11/2014,MIS 1553,,,Y,Y,,Y,,,
,CS,MIS,15877,Immunizations: Create new value set for Substance Refusal Reason,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.X.VALUE.SET.init.phvs,8/11/2014,MIS 1559,11/11/2013,,Y,Y,,Y,,,
,CS,MIS,15880,IntMan backlogs: MSG GEN numbers incorrectly returning zero,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XO.MSG.GEN.currency.status,8/11/2014,MIS 1875,11/18/2013,,Y,Y,,,,,
,CS,MIS,15890,INFCE - ITI-41 sending invalid coded pregnancy information,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",8/11/2014,MIS 1548,11/16/2013,,Y,Y,,Y,,,
,CS,MIS,15894,Errors not correctly returned in PDQ,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.supplier.dispatch,8/11/2014,MIS 1883,1/16/2014,,Y,Y,,Y,,,
,CS,MIS,15898,DDP 15159: New Wizard to build standard PHA Robot Suite,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XIO.build.pha.robot.suite, MIS.XO.EVENT.init, ~.tool.box.interface.install.menu",8/11/2014,MIS 1685,,,Y,Y,,,,,
,CS,MIS,15927,INFCE: Space in ITI-44 SOAP Causes HTTP Error: 500 Error,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XML.UTIL.format.soap.12,8/11/2014,MIS 1745,11/19/2013,,Y,Y,,Y,,,
,CS,MIS,15943,INFCE: XDR Issues (part 2),Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,"MIS.X.DEL.TYPE.http.synch.server, MIS.XIO.http.header, MIS.XML.UTIL.cda.check, MIS.XML.UTIL.format.cda, MIS.XML.UTIL.format.mime.10, MIS.XML.UTIL.soap.parse, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.iti.41.response",8/11/2014,MIS 1549,12/2/2013,,Y,Y,,Y,,,
,CS,MIS,15949,INFCE: ITI-44 and ITI-45 interfaces sending incomplete HCIS root OIDs,Completed,3,,"6.0C, 6.07C",4,"MIS.XML.PROTO.init, MIS.XML.UTIL.iti.wizard, MIS.XML.UTIL.xo.format.iti.44, MIS.XML.UTIL.xo.format.iti.44.empi, MIS.XML.UTIL.xo.format.iti.45, MIS.XML.UTIL.xo.format.iti.45.empi, MIS.XML.UTIL.xo.format.iti.47.empi",8/11/2014,MIS 1712,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,15962,Importing Value Set map crashes because of length,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,"MIS.X.VALUE.SET.ee, MIS.X.VALUE.SET.xo.format.npr.to.mat",8/11/2014,MIS 1831,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,15977,"(Inpt Summary CCD) Reason for Visit displays as one line, rather than multiple",Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,MIS.XIO.ehr.build.cda.data,8/11/2014,MIS 1550,4/1/2014,,Y,Y,,Y,,,
,CS,MIS,15990,INFCE - ITI-41 HCIS OID incorrect due to invalid MRI DB mnemonic,Rejected,3,,"6.0R, 6.05R, 6.06R, 6.07R, 6.13R",,,8/11/2014,,12/7/2013,,,,,Y,,,
,CS,MIS,16009,Immunizations: Add new Value Set for PHA Trade Name,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.X.CODE.SYS.init, MIS.X.DICT.MAP.ee, MIS.X.VALUE.SET.init, MIS.X.VALUE.SET.init.wvtn",8/11/2014,MIS 1577,12/7/2013,,Y,Y,,Y,,,
,CS,MIS,16012,"Inpatient Summary missing Meds, Allergies, Problems, Immunizations in 6.1x",Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.XIO.ehr.build.cda.data,8/11/2014,MIS 1598,12/9/2013,,Y,Y,,Y,,,
,CS,MIS,16021,XML extract attributes program omits checking last character for single quote,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XML.UTIL.xml.extract.attributes,8/11/2014,MIS 1716,12/20/2013,,Y,Y,,Y,,,
,CS,MIS,16041,CDA: problem code not appearing if SNOMED_CT,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.XML.UTIL.format.cda,8/11/2014,MIS 1599,12/21/2013,,Y,Y,,Y,,,
,CS,MIS,16061,Syndromic Surveillance: Service field not being mapped,Completed,3,,"6.0C, 6.07C",4,MIS.XIO.xo.format.synd.surv.hl7,8/11/2014,MIS 1643,12/21/2013,,Y,Y,,,Y,,
,CS,MIS,16082,HTTP Service Delivery type is no longer compatible with Choose and Book,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.X.DEL.TYPE.init,8/11/2014,MIS 1719,1/3/2014,,Y,Y,,,,,
,CS,MIS,16089,CCD languageCode Mapping Incomplete In XLS File,Rejected,3,,"6.0R, 6.07R, 6.1R, 6.13R, 6.14R",,,8/11/2014,,,,,,,Y,,,
,CS,MIS,16119,Generate alerts for FAIL-READ and READ-WARN,Rejected,3,,"6.0R, 6.07R, 6.1R, 6.13R",,,8/11/2014,,,,,,,,,,
,CS,MIS,16124,SYND - OBX|5 not populating correctly for Date of Onset,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XIO.focus.reg.to.hl7.synd, MIS.XIO.xo.format.synd.surv.hl7",8/11/2014,MIS 1644,1/21/2014,,Y,Y,,,Y,,
,CS,MIS,16132,INFCE - ARCHIVE.CDA job can crash while parsing Intent Record,Rejected,0,,"6.0R, 6.05R, 6.06R, 6.07R, 6.1R, 6.13R",,,8/11/2014,,,,,,,Y,,,
,CS,MIS,16136,INFCE - CCD Effective Date/Time always UNK for vital signs coded sections,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.XML.UTIL.format.cda,8/11/2014,MIS 1647,1/25/2014,,Y,Y,,Y,,,
,CS,MIS,16145,Only the first document in a XDR package is filing to Direct Messaging Deskto,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XML.UTIL.xi.file.iti.41.direct,8/11/2014,MIS 1752,5/21/2014,,Y,Y,,Y,,,
,CS,MIS,16164,INFCE - Always listing procedures as completed in CCD,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,8/11/2014,MIS 1773,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16175,DDP 18687: HCA PWR 32616 - Infce Functionality to support Undefined Providers,Completed,3,Y,"6.0C, 6.07C",4,MIS.XIO.hl7.doc,8/11/2014,MIS 1689,,,Y,Y,,,,,
,CS,MIS,16208,SYND - Pregnancy query not sent in message,Completed,3,,"6.0C, 6.07C",5,"MIS.X.QUERY.MAP.ask.facility, MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",8/11/2014,MIS 1797,3/20/2014,,Y,Y,,,Y,,
,CS,MIS,16210,INFCE: LAB RES ACP/PH wizard should not set up # as an encoding character,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.XIO.build.lab.res.arra,8/11/2014,MIS 1677,2/20/2014,,Y,Y,,,Y,,
,CS,MIS,16212,CDA:  < or > in Lab result comment makes CDA undisplayable,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.XML.UTIL.format.cda,8/11/2014,MIS 1648,1/26/2014,,Y,Y,,Y,,,
,CS,MIS,16217,INFCE: RAD Results Outbound msgs not accounting for timezone offset,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XO.EVENT.Q.driver.pacs,8/11/2014,MIS 1869,1/16/2014,,Y,Y,,,,,
,CS,MIS,16220,INFCE: CCD Lab results are displayed by result test rather than print number,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",8/11/2014,MIS 1774,5/15/2014,,Y,Y,,Y,,,
,CS,MIS,16228,INFCE EHR - Add parameter for Provider Type,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XO.MSG.GEN.ee.msg.medinet.res,8/11/2014,MIS 1699,2/20/2014,,Y,Y,,,Y,,
,CS,MIS,16229,INFCE: MIS Query Map Enter/Edit: unable to make Y/N entries,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.X.QUERY.MAP.ee,8/11/2014,MIS 1853,1/16/2014,,Y,Y,,,,,
,CS,MIS,16233,INFCE: add delivery service trap functionality to AutoFolder delivery type,Submitted,3,,"6.05S, 6.06S, 6.07S",,MIS.X.DEL.TYPE.from.folder,8/11/2014,,,,,,,,,,
,CS,MIS,16245,INFCE - Syndromic Interface not sending Reason for Visit after 14828,Completed,3,,"6.0C, 6.07C",4,MIS.XIO.xo.format.synd.surv.hl7,8/11/2014,MIS 1645,1/16/2014,,Y,Y,,,Y,,
,CS,MIS,16246,DDPs 16538/18283: Value Set Import Function,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.X.VALUE.SET.ee2, MIS.X.VALUE.SET.import2",8/11/2014,MIS 1673,,,Y,Y,,Y,,,
,CS,MIS,16265,CDA: Log SOAP Message ID to ADM/REG for reporting,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.X.DEL.TYPE.del.http, MIS.XML.UTIL.archive.cda, MIS.XML.UTIL.log.cda, MIS.XML.UTIL.xo.format.iti.41",8/11/2014,MIS 1642,,,Y,Y,,Y,,,
,CS,MIS,16281,CCD: CCD missing historical Problems and Medications,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",8/11/2014,MIS 1649,,,Y,Y,,Y,,,
,CS,MIS,16284,DDP 18283: Outbound Mapping Utility,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XIO.map, MIS.XIO.map2, MIS.XO.MSG.GEN.ee",8/11/2014,MIS 1675,,,Y,Y,,,,,
,CS,MIS,16289,ITI-41 - Metadata Classification nodeRepresentation Attribute Missing,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.PROTO.init, MIS.XML.UTIL.format.xd.metadata",8/11/2014,MIS 1775,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16290,Value Sets:  RT connection to M-AT needs rewrite to fix M-AT crash,Completed,3,Y,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",4,"MIS.X.VALUE.SET.ee, MIS.X.VALUE.SET.xo.format.npr.to.mat",8/11/2014,MIS 1703,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,16296,INFCE: Scheduled Report Background Jobs crash on NPR.UI.m.misc when running,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14P, 6.15C",5,MIS.XIO.REPORT.run,8/11/2014,MIS 1916,3/20/2014,,Y,Y,,,,,
,CS,MIS,16309,DDP 18283: Value Set content creation,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.X.CODE.SYS.init2, MIS.X.VALUE.SET.init2, MIS.X.VALUE.SET.init2.cda, MIS.X.VALUE.SET.init2.lri.acp, MIS.X.VALUE.SET.init2.phvs, MIS.XIO.map.init2, ~.infce.mapping, ~.infce.mapping.menu, ~.infce.mapping.menu.old",8/11/2014,MIS 1676,,,Y,Y,,Y,,,
,CS,MIS,16317,SERVICE not displaying in IntMan Del Service TCP/IP info screen,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,MIS.X.DEL.SVC.im.tcpip,8/11/2014,,,,,,,,,,
,CS,MIS,16318,Update ITI-44 and ITI-45 with new outbox.id macro,Completed,3,,6.07C,4,"MIS.XML.UTIL.xo.format.iti.44, MIS.XML.UTIL.xo.format.iti.45",8/11/2014,MIS 1713,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,16338,DDP 18283: Update CDA Hook Points,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XML.UTIL.format.cda, MIS.XML.UTIL.iti.wizard",8/11/2014,MIS 1681,,,Y,Y,,Y,,,
,CS,MIS,16347,"Req:DDP 18689: Include Surgical Procedures on CCDA (NMI changes, Phase 2)",Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",8/11/2014,MIS 1682,,,Y,Y,,Y,,,
,CS,MIS,16350,INFCE - CCD ClinicalDocument tag contains malformed namespaces,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XML.UTIL.xo.format.iti.41,8/11/2014,MIS 1730,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,16355,INFCE - CCD only displays first response of a multi-response query,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XIO.ehr.build.cda.data,8/11/2014,MIS 1700,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,16359,DDP 18283: Outstanding issues for Value Set redesign.,Completed,3,Y,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,"MIS.X.DICT.MAP.ee2, MIS.X.DICT.MAP.id, MIS.X.DICT.MAP.inbound.ee, MIS.X.DICT.MAP.inbound.view, MIS.X.DICT.MAP.load.dict.values, MIS.X.DICT.MAP.view2, MIS.X.DICT.MAP.xo.format.npr.to.mat2, MIS.X.MSG.TYPE.ee.hook.points2, MIS.X.QUERY.MAP.id, MIS.X.QUERY.MAP.inbound.ee, MIS.X.QUERY.MAP.inbound.view, MIS.X.QUERY.MAP.load.and.link, MIS.X.QUERY.MAP.outbound.ee, MIS.X.QUERY.MAP.outbound.view, MIS.X.QUERY.MAP.xo.format.npr.to.mat2, MIS.X.VALUE.SET.ee2, MIS.X.VALUE.SET.xo.format.npr.to.mat2, MIS.XIO.map2, MIS.XO.MSG.GEN.ee.hook.points2, ~.infce.mapping.menu",8/11/2014,MIS 1799,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16377,INFCE - ARCHIVE.CDA job queueing duplicate events in error,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.archive.cda,8/11/2014,MIS 1852,6/19/2014,,Y,Y,,Y,,,
,CS,MIS,16380,Inbox/Outbox: Cannot View standard Sender dictionary entries,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XI.SENDER.ee,8/11/2014,MIS 1783,5/15/2014,,Y,Y,,,,,
,CS,MIS,16389,INFCE - CDA Organization-Level Cert should not be required with Sender Address,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XML.UTIL.ee.cda.configuration,8/11/2014,MIS 1705,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,16390,INFCE - ITI interfaces may send invalid attribute values,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.build.object",8/11/2014,MIS 1701,2/20/2014,,Y,Y,,Y,,,
,CS,MIS,16395,INFCE: 6.07 Immunizations Message Formatting Issues,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,MIS.XIO.focus.immun.to.hl7,8/11/2014,MIS 1872,8/21/2014,,Y,Y,,,Y,,
,CS,MIS,16399,Online Help Pharmacy Robot Wizard,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,,8/11/2014,MIS 1691,,,Y,Y,,,,,
,CS,MIS,16402,SYND - incorrect number populating subject,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14P, 6.15C",,MIS.XIO.focus.reg.to.hl7.synd,8/11/2014,,5/15/2014,,,,,,Y,,
,CS,MIS,16405,The Patient Authorities are not displayed on the MIS Vendor List report,6.1-Completed,3,,"6.0C, 6.1C, 6.13C, 6.14C, 6.15C",,,8/11/2014,,3/20/2014,,,,,,,,
,CS,MIS,16435,DDP 18689: all AbsCode records from M-AT showing up as CPT-4 in discrete XML,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.ehr.build.cda.data,8/11/2014,,3/20/2014,,,,,Y,,,
,CS,MIS,16437,CCD: Invalid units and results causes CCD to not validate,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.X.VALUE.SET.init.cda, MIS.X.VALUE.SET.init2.cda, MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda, MIS.XML.UTIL.iti.wizard",8/11/2014,MIS 1731,3/20/2014,,Y,Y,,Y,,,
,CS,MIS,16457,INFCE: The eRx interface is not properly returning HTTP errors,Submitted,3,,6.07S,,MIS.EDI.xi.file.ncpdp.rx,8/11/2014,,,,,,,,,,
,CS,MIS,16461,Online Help: Update to Mapping Dictionary Screen Shots,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,,8/11/2014,MIS 1720,,,Y,Y,,,,,
,CS,MIS,16479,Home Care patient query doesn't utilize the soundex search in 6.1,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.hl7.dispatch.filers.insync, MIS.XIO.hl7.dispatch.filers.maestro",8/11/2014,,4/17/2014,,,,,,,,
,CS,MIS,16507,INFCE: ITI-41 not generating Plan of Care,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.xo.format.iti.41,8/11/2014,MIS 1884,7/17/2014,,Y,Y,,Y,,,
,CS,MIS,16512,SYND: Need Ability to Send Occurrence Code 11 Date of Onset,Completed,3,,"6.0C, 6.07C",5,MIS.XIO.xo.format.get.all.appl.data,8/11/2014,MIS 1800,5/15/2014,,Y,Y,,,Y,,
,CS,MIS,16532,SYND: County Code Missing if ZIP+4 Used,Completed,3,,"6.0C, 6.07C",5,MIS.XIO.xo.format.get.all.appl.data,8/11/2014,MIS 1801,4/17/2014,,Y,Y,,,Y,,
,CS,MIS,16535,6.1 Home Care Patient Queries do not have a DSC segment in response message,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.xi.query.hl7.focus,8/11/2014,,4/17/2014,,,,,,,,
,CS,MIS,16538,INFCE - MU screen parameter for Interface Type,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,MIS.XO.MSG.GEN.ee.msg.medinet.res,8/11/2014,MIS 1802,5/15/2014,,Y,Y,,,Y,,
,CS,MIS,16542,CCD: Encounter section missing Attending physician information,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,8/11/2014,MIS 1776,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16545,INFCE: Delivery program needs to save Event Type of ITI-8 for ITI-9 message,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.X.DEL.TYPE.del.hl7mp, MIS.XML.PROTO.init",8/11/2014,MIS 1749,5/15/2014,,Y,Y,,Y,,,
,CS,MIS,16548,INFCE: IMMUN hook changes for Namespace ID,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XIO.focus.immun.to.hl7,8/11/2014,MIS 1747,4/17/2014,,Y,Y,,,Y,,
,CS,MIS,16550,CCD: Need to distinguish between XDS.b events versus DIRECT events,Completed,3,,"6.0C, 6.07C",4,"MIS.XI.MSG.delete, MIS.XML.UTIL.archive.cda, MIS.XML.UTIL.start.get.chart",8/11/2014,MIS 1732,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16551,CCD: Need to distinguish between XDS.b events versus DIRECT events,6.1-Submitted,3,,"6.1S, 6.13S, 6.14S, 6.15S",,,8/11/2014,,,,,,,Y,,,
,CS,MIS,16552,CCD: Incorrectly logging SN on FAIL-SENT Messages for MU2 Reporting of TOC,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.X.DEL.TYPE.del.http, MIS.XML.UTIL.xi.file.iti.41",8/11/2014,MIS 1755,3/20/2014,,Y,Y,,Y,,,
,CS,MIS,16554,INFCE - OBX|3.1.3 is nil for OBX's using nomenclature,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.XIO.map,8/11/2014,MIS 1722,3/20/2014,,Y,Y,,,Y,,
,CS,MIS,16564,SYND: PID|3 should include Acct Number,Completed,3,,"6.0C, 6.07C",5,MIS.XIO.xo.format.synd.surv.hl7,8/11/2014,MIS 1803,5/15/2014,,Y,Y,,,Y,,
,CS,MIS,16580,CCDA: non-printable characters in text cause malformed XML,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.XIO.convert.to.other.value, MIS.XIO.pack.elements.xml, MIS.XML.UTIL.build.object, MIS.XML.UTIL.format.cda",8/11/2014,MIS 1748,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16586,Second line of CCD Author Street address not appearing in .mtdd CCD reports,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.X.OBJECT.init,8/11/2014,MIS 1736,3/20/2014,,Y,Y,,Y,,,
,CS,MIS,16587,SYND - Add Arrival Date Time in PV1|44 for PRE ER patient,Completed,3,,"6.0C, 6.07C",5,"MIS.XIO.xo.format.get.all.appl.data, MIS.XIO.xo.format.synd.surv.hl7",8/11/2014,MIS 1804,5/15/2014,,Y,Y,,,Y,,
,CS,MIS,16590,INFCE: Discharge Disposition not mapping in PV1|36,Completed,3,,"6.0C, 6.07C",5,MIS.XIO.xo.format.synd.surv.hl7,8/11/2014,MIS 1880,6/19/2014,,Y,Y,,,Y,,
,CS,MIS,16593,INFCE - Provider Role not populating on CCD,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.QUERY.MAP.ee.query.mis, MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda, MIS.XML.UTIL.iti.wizard",8/11/2014,MIS 1777,4/17/2014,,Y,Y,,Y,,,
,CS,MIS,16595,ITI-9 messages stuck in QUEUED because unable to find MRI database,Completed,3,,"6.0T, 6.07C, 6.1T, 6.13C, 6.14P, 6.15C",5,"MIS.X.DEL.TYPE.del.hl7mp, MIS.XML.UTIL.iti.wizard",8/11/2014,MIS 1931,6/19/2014,,Y,Y,,Y,,,
,CS,MIS,16601,INFCE: SYND changes for Namespace ID to use Value Set,Testing,3,,"6.0T, 6.07T",,"MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",8/11/2014,,8/21/2014,,,,,,Y,,
